uber-10k.csv D = 0.02 M = 10 K = 500 L = 2
Number of points = 10000
Number of Outliers = 236
Cell: (5753, -10458)  Size = 2
Cell: (5768, -10493)  Size = 2
Cell: (5771, -10506)  Size = 2
Cell: (5774, -10459)  Size = 2
Cell: (5757, -10456)  Size = 2
Cell: (5745, -10454)  Size = 2
Cell: (5775, -10488)  Size = 2
Cell: (5792, -10471)  Size = 2
Cell: (5758, -10458)  Size = 3
Cell: (5768, -10472)  Size = 3
Cell: (5757, -10475)  Size = 3
Cell: (5757, -10477)  Size = 3
Cell: (5756, -10458)  Size = 3
Cell: (5744, -10470)  Size = 3
Cell: (5782, -10452)  Size = 3
Cell: (5755, -10455)  Size = 3
Cell: (5770, -10464)  Size = 3
Cell: (5763, -10471)  Size = 3
Cell: (5766, -10452)  Size = 3
Cell: (5758, -10444)  Size = 3
Cell: (5755, -10461)  Size = 3
Cell: (5762, -10458)  Size = 3
Cell: (5766, -10454)  Size = 3
Cell: (5759, -10457)  Size = 3
Cell: (5759, -10458)  Size = 3
Cell: (5773, -10462)  Size = 3
Cell: (5756, -10463)  Size = 3
Cell: (5763, -10456)  Size = 3
Cell: (5750, -10463)  Size = 3
Cell: (5752, -10467)  Size = 3
Cell: (5751, -10462)  Size = 3
Cell: (5769, -10456)  Size = 3
Cell: (5772, -10457)  Size = 3
Cell: (5752, -10465)  Size = 3
Cell: (5754, -10459)  Size = 3
Cell: (5759, -10462)  Size = 3
Cell: (5770, -10477)  Size = 3
Cell: (5760, -10471)  Size = 3
Cell: (5771, -10480)  Size = 3
Cell: (5756, -10465)  Size = 3
Cell: (5758, -10477)  Size = 3
Cell: (5765, -10450)  Size = 3
Cell: (5778, -10454)  Size = 4
Cell: (5753, -10457)  Size = 4
Cell: (5751, -10437)  Size = 4
Cell: (5777, -10457)  Size = 4
Cell: (5753, -10459)  Size = 4
Cell: (5774, -10462)  Size = 4
Cell: (5756, -10456)  Size = 4
Cell: (5752, -10460)  Size = 4
Cell: (5763, -10457)  Size = 4
Cell: (5755, -10463)  Size = 4
Cell: (5761, -10459)  Size = 4
Cell: (5751, -10463)  Size = 4
Cell: (5763, -10472)  Size = 4
Cell: (5752, -10459)  Size = 4
Cell: (5777, -10456)  Size = 4
Cell: (5760, -10489)  Size = 4
Cell: (5762, -10461)  Size = 4
Cell: (5749, -10462)  Size = 4
Cell: (5753, -10466)  Size = 4
Cell: (5767, -10461)  Size = 5
Cell: (5772, -10460)  Size = 5
Cell: (5752, -10462)  Size = 5
Cell: (5753, -10455)  Size = 5
Cell: (5764, -10454)  Size = 5
Cell: (5752, -10468)  Size = 5
Cell: (5765, -10454)  Size = 5
Cell: (5751, -10460)  Size = 5
Cell: (5770, -10459)  Size = 5
Cell: (5769, -10460)  Size = 5
Cell: (5755, -10456)  Size = 5
Cell: (5754, -10455)  Size = 5
Cell: (5771, -10460)  Size = 5
Cell: (5753, -10464)  Size = 5
Cell: (5756, -10455)  Size = 5
Cell: (5771, -10458)  Size = 5
Cell: (5752, -10457)  Size = 5
Cell: (5771, -10461)  Size = 6
Cell: (5760, -10462)  Size = 6
Cell: (5760, -10472)  Size = 6
Cell: (5770, -10460)  Size = 6
Cell: (5752, -10464)  Size = 6
Cell: (5757, -10457)  Size = 6
Cell: (5753, -10461)  Size = 6
Cell: (5757, -10455)  Size = 6
Cell: (5764, -10469)  Size = 6
Cell: (5773, -10458)  Size = 6
Cell: (5758, -10457)  Size = 6
Cell: (5770, -10457)  Size = 6
Cell: (5766, -10468)  Size = 7
Cell: (5753, -10465)  Size = 7
Cell: (5754, -10462)  Size = 7
Cell: (5754, -10466)  Size = 7
Cell: (5753, -10463)  Size = 7
Cell: (5754, -10460)  Size = 7
Cell: (5757, -10472)  Size = 7
Cell: (5759, -10470)  Size = 7
Cell: (5765, -10458)  Size = 7
Cell: (5753, -10460)  Size = 7
Cell: (5760, -10459)  Size = 7
Cell: (5762, -10459)  Size = 7
Cell: (5765, -10455)  Size = 8
Cell: (5771, -10459)  Size = 8
Cell: (5759, -10459)  Size = 8
Cell: (5763, -10460)  Size = 8
Cell: (5766, -10449)  Size = 8
Cell: (5752, -10461)  Size = 8
Cell: (5762, -10460)  Size = 9
Cell: (5758, -10459)  Size = 9
Cell: (5754, -10461)  Size = 9
Cell: (5752, -10463)  Size = 9
Cell: (5758, -10473)  Size = 9
Cell: (5755, -10465)  Size = 10
Cell: (5757, -10465)  Size = 10
Cell: (5769, -10461)  Size = 10
Cell: (5763, -10467)  Size = 10
Cell: (5764, -10459)  Size = 10
Cell: (5767, -10464)  Size = 10
Cell: (5762, -10469)  Size = 10
Cell: (5757, -10458)  Size = 10
Cell: (5757, -10459)  Size = 11
Cell: (5758, -10472)  Size = 11
Cell: (5754, -10463)  Size = 11
Cell: (5761, -10472)  Size = 11
Cell: (5758, -10461)  Size = 11
Cell: (5760, -10470)  Size = 12
Cell: (5763, -10469)  Size = 13
Cell: (5756, -10466)  Size = 14
Cell: (5748, -10434)  Size = 14
Cell: (5770, -10461)  Size = 15
Cell: (5763, -10470)  Size = 15
Cell: (5762, -10471)  Size = 15
Cell: (5757, -10471)  Size = 16
Cell: (5754, -10492)  Size = 16
Cell: (5757, -10461)  Size = 16
